itemid,                    name, sell_single, buy_single, price_single, stock_single, sell_stacks, buy_stacks, price_stacks, stock_stacks
4437,            roast_mutton,1,1,180,5,0,1,1,10
4438,           dhalmel_steak,1,1,367,5,0,1,1,10
4439,                 navarin,1,1,175,5,0,1,1,10
4440,          whitefish_stew,1,1,419,5,0,1,1,10
4441,             grape_juice,1,1,190,5,0,1,1,10
4442,         pineapple_juice,1,1,97,5,0,1,1,10
4443,        cobalt_jellyfish,1,1,8,5,1,1,96,10
4444,              rarab_tail,1,1,5,5,1,1,60,10
4445,           yagudo_cherry,1,1,11,5,1,1,132,10
4446,             pumpkin_pie,1,1,135,5,1,1,1620,10
4447,           scream_fungus,1,1,203,5,1,1,2436,10
4448,                puffball,1,1,302,5,1,1,3624,10
4449,         reishi_mushroom,1,1,1250,5,1,1,15000,10
4450,            coral_fungus,1,1,151,5,1,1,1812,10
4451,            silver_shark,1,1,500,5,1,1,6000,10
4452,          shark_fin_soup,1,1,1150,5,0,1,1,10
4453,            eyeball_soup,1,1,590,5,0,1,1,10
4454,            emperor_fish,1,1,615,5,0,1,1,10
4455,             pebble_soup,1,1,74,5,0,1,1,10
4456,             boiled_crab,1,1,450,5,1,1,5400,10
4457,               eel_kabob,1,1,496,5,1,1,5952,10
4458,            goblin_bread,1,1,76,5,1,1,912,10
4459,         nebimonite_bake,1,1,300,5,1,1,3600,10
4460,            stone_cheese,1,1,69,5,1,1,828,10
4461,           bastore_bream,1,1,600,5,1,1,7200,10
4462,              monke-onke,1,1,306,5,0,1,1,10
4463,                takitaro,1,1,714,5,0,1,1,10
4464,                  pipira,1,1,46,5,1,1,552,10
4465,             goblin_stew,1,1,532,5,0,1,1,10
4466,           spicy_cracker,1,1,1,5,1,1,99,10
4467,          garlic_cracker,1,1,1,5,1,1,99,10
4468,                 pamamas,1,1,20,5,1,1,240,10
4469,           giant_catfish,1,1,102,5,0,1,1,10
4470,                 icefish,1,1,156,5,1,1,1872,10
4471,               bladefish,1,1,408,5,0,1,1,10
4472,                crayfish,1,1,10,5,1,1,120,10
4473,           crescent_fish,1,1,403,5,1,1,4836,10
4474,            gigant_squid,1,1,612,5,0,1,1,10
4475,              sea_zombie,1,1,628,5,0,1,1,10
4476,              titanictus,1,1,700,5,0,1,1,10
4477,             gavial_fish,1,1,500,5,0,1,1,10
4478,         three-eyed_fish,1,1,512,5,0,1,1,10
4479,          bhefhel_marlin,1,1,307,5,0,1,1,10
4480,              gugru_tuna,1,1,100,5,0,1,1,10
4481,                ogre_eel,1,1,32,5,1,1,384,10
4482,         nosteau_herring,1,1,80,5,1,1,960,10
4483,               tiger_cod,1,1,52,5,1,1,624,10
4484,             shall_shell,1,1,300,5,1,1,3600,10
4485,              noble_lady,1,1,400,5,1,1,4800,10
4486,            dragon_heart,1,1,5600,5,1,1,67200,10
4487,             colored_egg,1,1,96,5,1,1,1152,10
4488,          jack-o-lantern,1,1,200,5,0,1,1,10
4489,         vegetable_gruel,1,1,200,5,0,1,1,10
4490,         pickled_herring,1,1,120,5,1,1,1440,10
4491,              watermelon,1,1,50,5,1,1,600,10
4492,                    puls,1,1,148,5,0,1,1,10
4493,         windurstian_tea,1,1,149,5,0,1,1,10
4494,          san_dorian_tea,1,1,192,5,0,1,1,10
4495,          gob._chocolate,1,1,7,5,1,1,693,10
4496,          bbl._chocolate,1,1,38,5,1,1,456,10
4497,         heart_chocolate,1,1,480,5,1,1,5760,10
4498,               chocomilk,1,1,285,5,0,1,1,10
4499,              iron_bread,1,1,25,5,1,1,300,10
4500,                 greedie,1,1,11,5,1,1,132,10
4502,            marron_glace,1,1,320,5,0,1,1,10
4503,          buburimu_grape,1,1,38,5,1,1,456,10
4504,                   acorn,1,1,2,5,1,1,24,10
4505,         sunflower_seeds,1,1,24,5,1,1,288,10
4506,         mutton_tortilla,1,1,405,5,1,1,4860,10
4507,          rarab_meatball,1,1,326,5,0,1,1,10
4509,         distilled_water,1,1,3,5,1,1,36,10
4510,            acorn_cookie,1,1,6,5,1,1,594,10
4512,           vampire_juice,1,1,660,5,0,1,1,10
4514,                    quus,1,1,20,5,1,1,240,10
4515,             copper_frog,1,1,20,5,1,1,240,10
4516,      grilled_black_hare,1,1,496,5,0,1,1,10
4517,            yellow_curry,1,1,706,5,0,1,1,10
4518,             sheep_jerky,1,1,42,5,1,1,504,10
4519,              wild_steak,1,1,397,5,0,1,1,10
4520,             coin_cookie,1,1,4,5,1,1,396,10
4521,             humpty_soup,1,1,350,5,0,1,1,10
4522,             jack-o-soup,1,1,910,5,0,1,1,10
4523,            melon_pie_+1,1,1,150,5,1,1,1800,10
4524,               royal_tea,1,1,151,5,0,1,1,10
4525,          pumpkin_pie_+1,1,1,163,5,1,1,1956,10
4527,              marys_milk,1,1,131,5,1,1,1572,10
4528,            crystal_bass,1,1,4202,5,1,1,9339,10
4529,          rolanberry_881,1,1,24,5,1,1,288,10
4530,          rolanberry_874,1,1,24,5,1,1,288,10
4531,          rolanberry_864,1,1,24,5,1,1,288,10
4532,         soft-boiled_egg,1,1,40,5,1,1,480,10
4533,          delicious_puls,1,1,300,5,0,1,1,10
4534,         medicinal_gruel,1,1,408,5,0,1,1,10
4535,         boiled_crayfish,1,1,96,5,1,1,1152,10
4536,          blackened_frog,1,1,264,5,1,1,3168,10
4537,              roast_carp,1,1,129,5,1,1,1548,10
4538,            roast_pipira,1,1,235,5,1,1,2820,10
4539,              goblin_pie,1,1,130,5,1,1,1560,10
4540,        boiled_tuna_head,1,1,681,5,0,1,1,10
4541,            goblin_drink,1,1,147,5,0,1,1,10
4542,              brain_stew,1,1,2220,5,0,1,1,10
4543,          goblin_mushpot,1,1,95,5,0,1,1,10
4544,           mushroom_stew,1,1,1142,5,0,1,1,10
4545,           gysahl_greens,1,1,17,5,1,1,1683,10
4546,            raisin_bread,1,1,344,5,1,1,4128,10
4547,       boiled_cockatrice,1,1,464,5,0,1,1,10
4549,             dragon_soup,1,1,823,5,0,1,1,10
4550,           bream_risotto,1,1,1472,5,0,1,1,10
4551,           salmon_croute,1,1,756,5,1,1,9072,10
4552,       herb_crawler_eggs,1,1,656,5,0,1,1,10
4554,      shallops_tropicale,1,1,1435,5,0,1,1,10
4555,          windurst_salad,1,1,372,5,0,1,1,10
4556,       icecap_rolanberry,1,1,505,5,0,1,1,10
4557,         steamed_catfish,1,1,698,5,0,1,1,10
4558,            yagudo_drink,1,1,350,5,0,1,1,10
4559,               herb_quus,1,1,363,5,0,1,1,10
4560,          vegetable_soup,1,1,256,5,0,1,1,10
4561,            seafood_stew,1,1,1329,5,0,1,1,10
4563,             pamama_tart,1,1,257,5,1,1,3084,10
4564,          royal_omelette,1,1,1872,5,0,1,1,10
4565,          sobbing_fungus,1,1,15,5,1,1,180,10
4566,               deathball,1,1,20,5,1,1,240,10
4567,             moon_carrot,1,1,3907,5,1,1,9088,10
4568,               moon_ball,1,1,25,5,1,1,300,10
4570,                bird_egg,1,1,14,5,1,1,168,10
4571,              beaugreens,1,1,25,5,1,1,300,10
4573,             steel_bread,1,1,67,5,1,1,804,10
4574,         meat_chiefkabob,1,1,145,5,1,1,1740,10
4575,         fish_chiefkabob,1,1,383,5,1,1,4596,10
4576,           wizard_cookie,1,1,4,5,1,1,396,10
4577,             wild_cookie,1,1,6,5,1,1,594,10
4578,                 sausage,1,1,107,5,1,1,1284,10
4579,            elshimo_newt,1,1,179,5,0,1,1,10
4580,         coral_butterfly,1,1,127,5,0,1,1,10
4581,          blackened_newt,1,1,271,5,0,1,1,10
4582,           bass_meuniere,1,1,311,5,0,1,1,10
4583,         salmon_meuniere,1,1,255,5,0,1,1,10
4584,       flounder_meuniere,1,1,1628,5,0,1,1,10
4585,          broiled_pipira,1,1,307,5,1,1,3684,10
4586,            broiled_carp,1,1,158,5,1,1,1896,10
4587,           broiled_trout,1,1,169,5,1,1,2028,10
4588,             broiled_eel,1,1,545,5,1,1,6540,10
4589,               wild_stew,1,1,648,5,0,1,1,10
4591,            pumpernickel,1,1,41,5,1,1,492,10
4592,             wisdom_soup,1,1,55,5,0,1,1,10
4593,             rock_cheese,1,1,98,5,1,1,1176,10
4594,        snowy_rolanberry,1,1,571,5,0,1,1,10
4595,               party_egg,1,1,235,5,1,1,2820,10
4596,            wild_pamamas,1,1,15,5,0,1,1,10
4597,              wild_melon,1,1,20,5,0,1,1,10
4598,          wild_pineapple,1,1,11,5,0,1,1,10
4599,          blackened_toad,1,1,420,5,0,1,1,10
4601,         sopa_pez_blanco,1,1,640,5,0,1,1,10
4602,                warm_egg,1,1,500,5,0,1,1,10
4603,           chamomile_tea,1,1,94,5,0,1,1,10
4605,         naval_rice_ball,1,1,153,5,1,1,1836,10
4609,                    cure,1,1,43,5,0,1,1,10
4610,                 cure_ii,1,1,475,5,0,1,1,10
4611,                cure_iii,1,1,907,5,0,1,1,10
4612,                 cure_iv,1,1,1772,5,0,1,1,10
4613,                  cure_v,1,1,4875,5,0,1,1,10
4615,                  curaga,1,1,691,5,0,1,1,10
4616,               curaga_ii,1,1,1339,5,0,1,1,10
4617,              curaga_iii,1,1,2204,5,0,1,1,10
4618,               curaga_iv,1,1,6125,5,0,1,1,10
4620,                   raise,1,1,1080,5,0,1,1,10
4621,                raise_ii,1,1,2420,5,0,1,1,10
4622,                 poisona,1,1,135,5,0,1,1,10
4623,                paralyna,1,1,91,5,0,1,1,10
4624,                 blindna,1,1,605,5,0,1,1,10
4625,                  silena,1,1,778,5,0,1,1,10
4626,                   stona,1,1,1685,5,0,1,1,10
4627,                  viruna,1,1,1469,5,0,1,1,10
4628,                  cursna,1,1,1253,5,0,1,1,10
4629,                    holy,1,1,2161,5,0,1,1,10
4631,                     dia,1,1,29,5,0,1,1,10
4632,                  dia_ii,1,1,1556,5,0,1,1,10
4633,                 dia_iii,1,1,10000,5,0,1,1,10
4636,                  banish,1,1,39,5,0,1,1,10
4637,               banish_ii,1,1,1537,5,0,1,1,10
4638,              banish_iii,1,1,6625,5,0,1,1,10
4641,                   diaga,1,1,778,5,0,1,1,10
4646,                banishga,1,1,648,5,0,1,1,10
4647,             banishga_ii,1,1,1728,5,0,1,1,10
4651,                 protect,1,1,62,5,0,1,1,10
4652,              protect_ii,1,1,1167,5,0,1,1,10
4653,             protect_iii,1,1,2031,5,0,1,1,10
4654,              protect_iv,1,1,5062,5,0,1,1,10
4656,                   shell,1,1,352,5,0,1,1,10
4657,                shell_ii,1,1,2255,5,0,1,1,10
4658,               shell_iii,1,1,2463,5,0,1,1,10
4659,                shell_iv,1,1,6875,5,0,1,1,10
4661,                   blink,1,1,821,5,0,1,1,10
4662,               stoneskin,1,1,1210,5,0,1,1,10
4663,                aquaveil,1,1,102,5,0,1,1,10
4664,                    slow,1,1,561,5,0,1,1,10
4665,                   haste,1,1,1728,5,0,1,1,10
4666,                paralyze,1,1,31,5,0,1,1,10
4667,                 silence,1,1,648,5,0,1,1,10
4668,                 barfire,1,1,734,5,0,1,1,10
4669,             barblizzard,1,1,907,5,0,1,1,10
4670,                 baraero,1,1,561,5,0,1,1,10
4671,                barstone,1,1,155,5,0,1,1,10
4672,              barthunder,1,1,1080,5,0,1,1,10
4673,                barwater,1,1,359,5,0,1,1,10
4674,                 barfira,1,1,734,5,0,1,1,10
4675,             barblizzara,1,1,907,5,0,1,1,10
4676,                 baraera,1,1,561,5,0,1,1,10
4677,               barstonra,1,1,155,5,0,1,1,10
4678,              barthundra,1,1,1080,5,0,1,1,10
4679,               barwatera,1,1,359,5,0,1,1,10
4680,                barsleep,1,1,59,5,0,1,1,10
4681,               barpoison,1,1,61,5,0,1,1,10
4682,             barparalyze,1,1,518,5,0,1,1,10
4683,                barblind,1,1,778,5,0,1,1,10
4684,              barsilence,1,1,768,5,0,1,1,10
4685,              barpetrify,1,1,1858,5,0,1,1,10
4686,                barvirus,1,1,1685,5,0,1,1,10
4687,           recall-jugner,1,1,2290,5,0,1,1,10
4688,            recall-pashh,1,1,2290,5,0,1,1,10
4689,           recall-meriph,1,1,2290,5,0,1,1,10
4694,              barsleepra,1,1,241,5,0,1,1,10
4695,             barpoisonra,1,1,399,5,0,1,1,10
4696,            barparalyzra,1,1,518,5,0,1,1,10
4697,              barblindra,1,1,778,5,0,1,1,10
4698,            barsilencera,1,1,994,5,0,1,1,10
4699,                barpetra,1,1,1680,5,0,1,1,10
4700,                 barvira,1,1,1685,5,0,1,1,10
4701,                    cura,1,1,795,5,0,1,1,10
4702,               sacrifice,1,1,1060,5,0,1,1,10
4703,                   esuna,1,1,1080,5,0,1,1,10
4704,                 auspice,1,1,1009,5,0,1,1,10
4708,                  enfire,1,1,1037,5,0,1,1,10
4709,              enblizzard,1,1,950,5,0,1,1,10
4710,                  enaero,1,1,864,5,0,1,1,10
4711,                 enstone,1,1,778,5,0,1,1,10
4712,               enthunder,1,1,691,5,0,1,1,10
4713,                 enwater,1,1,1167,5,0,1,1,10
4714,                 phalanx,1,1,1426,5,0,1,1,10
4715,                reprisal,1,1,2636,5,0,1,1,10
4716,                   regen,1,1,492,5,0,1,1,10
4717,                 refresh,1,1,2600,5,0,1,1,10
4718,                regen_ii,1,1,870,5,0,1,1,10
4719,               regen_iii,1,1,1100,5,0,1,1,10
4720,                   flash,1,1,2910,5,0,1,1,10
4721,                  repose,1,1,2074,5,0,1,1,10
4722,               enfire_ii,1,1,2507,5,0,1,1,10
4723,           enblizzard_ii,1,1,924,5,0,1,1,10
4724,               enaero_ii,1,1,874,5,0,1,1,10
4725,              enstone_ii,1,1,884,5,0,1,1,10
4726,            enthunder_ii,1,1,800,5,0,1,1,10
4727,              enwater_ii,1,1,1000,5,0,1,1,10
4728,          teleport-yhoat,1,1,1642,5,0,1,1,10
4729,          teleport-altep,1,1,1642,5,0,1,1,10
4730,          teleport-holla,1,1,2100,5,0,1,1,10
4731,            teleport-dem,1,1,2100,5,0,1,1,10
4732,            teleport-mea,1,1,1556,5,0,1,1,10
4733,               protectra,1,1,61,5,0,1,1,10
4734,            protectra_ii,1,1,1167,5,0,1,1,10
4735,           protectra_iii,1,1,2031,5,0,1,1,10
4736,            protectra_iv,1,1,4500,5,0,1,1,10
4737,             protectra_v,1,1,2820,5,0,1,1,10
4738,                 shellra,1,1,734,5,0,1,1,10
4739,              shellra_ii,1,1,1599,5,0,1,1,10
4740,             shellra_iii,1,1,2463,5,0,1,1,10
4741,              shellra_iv,1,1,2750,5,0,1,1,10
4742,               shellra_v,1,1,3506,5,0,1,1,10
4743,                 reraise,1,1,959,5,0,1,1,10
4744,               invisible,1,1,959,5,0,1,1,10
4745,                   sneak,1,1,500,5,0,1,1,10
4746,               deodorize,1,1,259,5,0,1,1,10
4747,          teleport-vahzl,1,1,1815,5,0,1,1,10
4748,               raise_iii,1,1,3025,5,0,1,1,10
4749,              reraise_ii,1,1,2125,5,0,1,1,10
4750,             reraise_iii,1,1,6000,5,0,1,1,10
4751,                   erase,1,1,1500,5,0,1,1,10
4752,                    fire,1,1,561,5,0,1,1,10
4753,                 fire_ii,1,1,1642,5,0,1,1,10
4754,                fire_iii,1,1,2562,5,0,1,1,10
4755,                 fire_iv,1,1,8250,5,0,1,1,10
4757,                blizzard,1,1,734,5,0,1,1,10
4758,             blizzard_ii,1,1,1815,5,0,1,1,10
4759,            blizzard_iii,1,1,2812,5,0,1,1,10
4760,             blizzard_iv,1,1,8750,5,0,1,1,10
4762,                    aero,1,1,243,5,0,1,1,10
4763,                 aero_ii,1,1,1469,5,0,1,1,10
4764,                aero_iii,1,1,2312,5,0,1,1,10
4765,                 aero_iv,1,1,7943,5,0,1,1,10
4767,                   stone,1,1,17,5,0,1,1,10
4768,                stone_ii,1,1,1123,5,0,1,1,10
4769,               stone_iii,1,1,1812,5,0,1,1,10
4770,                stone_iv,1,1,6750,5,0,1,1,10
4772,                 thunder,1,1,619,5,0,1,1,10
4773,              thunder_ii,1,1,1988,5,0,1,1,10
4774,             thunder_iii,1,1,3000,5,0,1,1,10
4775,              thunder_iv,1,1,9250,5,0,1,1,10
4777,                   water,1,1,39,5,0,1,1,10
4778,                water_ii,1,1,1296,5,0,1,1,10
4779,               water_iii,1,1,2062,5,0,1,1,10
4780,                water_iv,1,1,7250,5,0,1,1,10
4782,                  firaga,1,1,1210,5,0,1,1,10
4783,               firaga_ii,1,1,1937,5,0,1,1,10
4784,              firaga_iii,1,1,7000,5,0,1,1,10
4787,                blizzaga,1,1,1383,5,0,1,1,10
4788,             blizzaga_ii,1,1,2187,5,0,1,1,10
4789,            blizzaga_iii,1,1,7650,5,0,1,1,10
4792,                  aeroga,1,1,994,5,0,1,1,10
4793,               aeroga_ii,1,1,1980,5,0,1,1,10
4794,              aeroga_iii,1,1,6375,5,0,1,1,10
4797,                 stonega,1,1,265,5,0,1,1,10
4798,              stonega_ii,1,1,1500,5,0,1,1,10
4799,             stonega_iii,1,1,5509,5,0,1,1,10
4802,                thundaga,1,1,2100,5,0,1,1,10
4803,             thundaga_ii,1,1,2437,5,0,1,1,10
4804,            thundaga_iii,1,1,8000,5,0,1,1,10
4807,                 waterga,1,1,167,5,0,1,1,10
4808,              waterga_ii,1,1,1450,5,0,1,1,10
4809,             waterga_iii,1,1,5875,5,0,1,1,10
4812,                   flare,1,1,2375,5,0,1,1,10
4813,                flare_ii,1,1,5000,5,0,1,1,10
4814,                  freeze,1,1,1750,5,0,1,1,10
4815,               freeze_ii,1,1,3000,5,0,1,1,10
4816,                 tornado,1,1,1875,5,0,1,1,10
4817,              tornado_ii,1,1,4000,5,0,1,1,10
4818,                   quake,1,1,2000,5,0,1,1,10
4819,                quake_ii,1,1,4000,5,0,1,1,10
4820,                   burst,1,1,2125,5,0,1,1,10
4821,                burst_ii,1,1,4000,5,0,1,1,10
4822,                   flood,1,1,2250,5,0,1,1,10
4823,                flood_ii,1,1,4500,5,0,1,1,10
4824,                 gravity,1,1,302,5,0,1,1,10
4828,                  poison,1,1,54,5,0,1,1,10
4829,               poison_ii,1,1,1858,5,0,1,1,10
4833,                poisonga,1,1,864,5,0,1,1,10
4834,             poisonga_ii,1,1,2766,5,0,1,1,10
4838,                     bio,1,1,270,5,0,1,1,10
4839,                  bio_ii,1,1,1512,5,0,1,1,10
4840,                 bio_iii,1,1,3000,5,0,1,1,10
4843,                    burn,1,1,864,5,0,1,1,10
4844,                   frost,1,1,700,5,0,1,1,10
4845,                   choke,1,1,512,5,0,1,1,10
4846,                    rasp,1,1,416,5,0,1,1,10
4847,                   shock,1,1,310,5,0,1,1,10
4848,                   drown,1,1,1208,5,0,1,1,10
4853,                   drain,1,1,102,5,0,1,1,10
4854,                drain_ii,1,1,2679,5,0,1,1,10
4855,                   aspir,1,1,1080,5,0,1,1,10
4857,            blaze_spikes,1,1,101,5,0,1,1,10
4858,              ice_spikes,1,1,300,5,0,1,1,10
4859,            shock_spikes,1,1,1296,5,0,1,1,10
4860,                    stun,1,1,3060,5,0,1,1,10
4861,                   sleep,1,1,864,5,0,1,1,10
4862,                   blind,1,1,31,5,0,1,1,10
4866,                    bind,1,1,61,5,0,1,1,10
4867,                sleep_ii,1,1,1772,5,0,1,1,10
4868,                  dispel,1,1,1383,5,0,1,1,10
4869,                    warp,1,1,360,5,0,1,1,10
4870,                 warp_ii,1,1,1728,5,0,1,1,10
4871,                  escape,1,1,1466,5,0,1,1,10
4872,                 tractor,1,1,982,5,0,1,1,10
4873,                 retrace,1,1,3000,5,0,1,1,10
4874,              absorb-str,1,1,1500,5,0,1,1,10
4875,              absorb-dex,1,1,1500,5,0,1,1,10
4876,              absorb-vit,1,1,1500,5,0,1,1,10
4877,              absorb-agi,1,1,1500,5,0,1,1,10
4878,              absorb-int,1,1,1500,5,0,1,1,10
4879,              absorb-mnd,1,1,1500,5,0,1,1,10
4880,              absorb-chr,1,1,1500,5,0,1,1,10
4881,                 sleepga,1,1,1616,5,0,1,1,10
4882,              sleepga_ii,1,1,3600,5,0,1,1,10
4883,               absorb-tp,1,1,1500,5,0,1,1,10
4884,                blind_ii,1,1,3000,5,0,1,1,10
4885,            dread_spikes,1,1,3068,5,0,1,1,10
4886,              absorb-acc,1,1,4000,5,0,1,1,10
4896,             fire_spirit,1,1,100,5,0,1,1,10
4897,              ice_spirit,1,1,43,5,0,1,1,10
4898,              air_spirit,1,1,100,5,0,1,1,10
4899,            earth_spirit,1,1,43,5,0,1,1,10
4900,          thunder_spirit,1,1,43,5,0,1,1,10
4901,            water_spirit,1,1,43,5,0,1,1,10
4902,            light_spirit,1,1,43,5,0,1,1,10
4903,             dark_spirit,1,1,43,5,0,1,1,10
4928,              katon_ichi,1,1,648,5,0,1,1,10
4929,                katon_ni,1,1,1500,5,0,1,1,10
4930,               katon_san,1,1,3000,5,0,1,1,10
4931,             hyoton_ichi,1,1,648,5,0,1,1,10
4932,               hyoton_ni,1,1,1728,5,0,1,1,10
4933,              hyoton_san,1,1,3000,5,0,1,1,10
4934,              huton_ichi,1,1,648,5,0,1,1,10
4935,                huton_ni,1,1,1728,5,0,1,1,10
4936,               huton_san,1,1,3000,5,0,1,1,10
4937,              doton_ichi,1,1,648,5,0,1,1,10
4938,                doton_ni,1,1,1500,5,0,1,1,10
4939,               doton_san,1,1,3000,5,0,1,1,10
4940,             raiton_ichi,1,1,648,5,0,1,1,10
4941,               raiton_ni,1,1,1500,5,0,1,1,10
4942,              raiton_san,1,1,3000,5,0,1,1,10
4943,             suiton_ichi,1,1,259,5,0,1,1,10
4944,               suiton_ni,1,1,1500,5,0,1,1,10
4945,              suiton_san,1,1,1500,5,0,1,1,10
4946,           utsusemi_ichi,1,1,518,5,0,1,1,10
4947,             utsusemi_ni,1,1,1599,5,0,1,1,10
4949,             jubaku_ichi,1,1,1296,5,0,1,1,10
4952,               hojo_ichi,1,1,994,5,0,1,1,10
4953,                 hojo_ni,1,1,1530,5,0,1,1,10
4955,           kurayami_ichi,1,1,259,5,0,1,1,10
4956,             kurayami_ni,1,1,1500,5,0,1,1,10
4958,           dokumori_ichi,1,1,251,5,0,1,1,10
4961,              tonko_ichi,1,1,389,5,0,1,1,10
4962,                tonko_ni,1,1,1500,5,0,1,1,10
4964,             monomi_ichi,1,1,1700,5,0,1,1,10
4976,             foe_requiem,1,1,48,5,0,1,1,10
4977,          foe_requiem_ii,1,1,330,5,0,1,1,10
4978,         foe_requiem_iii,1,1,1599,5,0,1,1,10
4979,          foe_requiem_iv,1,1,2031,5,0,1,1,10
4980,           foe_requiem_v,1,1,2463,5,0,1,1,10
4981,          foe_requiem_vi,1,1,1125,5,0,1,1,10
4984,           horde_lullaby,1,1,235,5,0,1,1,10
4986,             armys_paeon,1,1,28,5,0,1,1,10
4987,          armys_paeon_ii,1,1,241,5,0,1,1,10
4988,         armys_paeon_iii,1,1,1512,5,0,1,1,10
4989,          armys_paeon_iv,1,1,1945,5,0,1,1,10
4990,           armys_paeon_v,1,1,2809,5,0,1,1,10
4994,            mages_ballad,1,1,1080,5,0,1,1,10
4995,         mages_ballad_ii,1,1,2377,5,0,1,1,10
4997,           knights_minne,1,1,12,5,0,1,1,10
4998,        knights_minne_ii,1,1,648,5,0,1,1,10
4999,       knights_minne_iii,1,1,1772,5,0,1,1,10
5000,        knights_minne_iv,1,1,2636,5,0,1,1,10
5002,            valor_minuet,1,1,16,5,0,1,1,10
5003,         valor_minuet_ii,1,1,994,5,0,1,1,10
5004,        valor_minuet_iii,1,1,1858,5,0,1,1,10
5005,         valor_minuet_iv,1,1,1025,5,0,1,1,10
5007,          sword_madrigal,1,1,122,5,0,1,1,10
5008,          blade_madrigal,1,1,725,5,0,1,1,10
5009,         hunters_prelude,1,1,1339,5,0,1,1,10
5010,         archers_prelude,1,1,1225,5,0,1,1,10
5011,          sheepfoe_mambo,1,1,175,5,0,1,1,10
5012,         dragonfoe_mambo,1,1,2290,5,0,1,1,10
5013,             fowl_aubade,1,1,1426,5,0,1,1,10
5014,           herb_pastoral,1,1,49,5,0,1,1,10
5016,        shining_fantasia,1,1,850,5,0,1,1,10
5017,          scops_operetta,1,1,439,5,0,1,1,10
5018,        puppets_operetta,1,1,2982,5,0,1,1,10
5020,          gold_capriccio,1,1,790,5,0,1,1,10
5022,           warding_round,1,1,1275,5,0,1,1,10
5023,          goblin_gavotte,1,1,2118,5,0,1,1,10
5027,         advancing_march,1,1,1253,5,0,1,1,10
5028,           victory_march,1,1,2593,5,0,1,1,10
5029,       battlefield_elegy,1,1,1685,5,0,1,1,10
5030,           carnage_elegy,1,1,2550,5,0,1,1,10
5032,            sinewy_etude,1,1,1469,5,0,1,1,10
5033,          dextrous_etude,1,1,327,5,0,1,1,10
5034,         vivacious_etude,1,1,1296,5,0,1,1,10
5035,             quick_etude,1,1,1210,5,0,1,1,10
5036,           learned_etude,1,1,1123,5,0,1,1,10
5037,          spirited_etude,1,1,1037,5,0,1,1,10
5038,        enchanting_etude,1,1,950,5,0,1,1,10
5039,         herculean_etude,1,1,5200,5,0,1,1,10
5040,           uncanny_etude,1,1,5000,5,0,1,1,10
5041,             vital_etude,1,1,4800,5,0,1,1,10
5042,             swift_etude,1,1,4600,5,0,1,1,10
5043,              sage_etude,1,1,4400,5,0,1,1,10
5044,           logical_etude,1,1,4200,5,0,1,1,10
5045,        bewitching_etude,1,1,4000,5,0,1,1,10
5046,              fire_carol,1,1,1004,5,0,1,1,10
5047,               ice_carol,1,1,1988,5,0,1,1,10
5048,              wind_carol,1,1,1815,5,0,1,1,10
5049,             earth_carol,1,1,1642,5,0,1,1,10
5050,         lightning_carol,1,1,2074,5,0,1,1,10
5051,             water_carol,1,1,419,5,0,1,1,10
5052,             light_carol,1,1,1556,5,0,1,1,10
5053,              dark_carol,1,1,2161,5,0,1,1,10
5062,           fire_threnody,1,1,102,5,0,1,1,10
5063,            ice_threnody,1,1,138,5,0,1,1,10
5064,           wind_threnody,1,1,81,5,0,1,1,10
5065,          earth_threnody,1,1,44,5,0,1,1,10
5066,          ltng._threnody,1,1,175,5,0,1,1,10
5067,          water_threnody,1,1,60,5,0,1,1,10
5068,          light_threnody,1,1,20,5,0,1,1,10
5069,           dark_threnody,1,1,31,5,0,1,1,10
5070,            magic_finale,1,1,368,5,0,1,1,10
5071,             foe_lullaby,1,1,60,5,0,1,1,10
5072,         goddesss_hymnus,1,1,2400,5,0,1,1,10
5073,         chocobo_mazurka,1,1,3155,5,0,1,1,10
5074,         maidens_virelai,1,1,2400,5,0,1,1,10
5075,          raptor_mazurka,1,1,1599,5,0,1,1,10
5076,            foe_sirvente,1,1,1599,5,0,1,1,10
5077,       adventurers_dirge,1,1,1599,5,0,1,1,10
5120,         titanic_sawfish,1,1,1652,5,0,1,1,10
5121,            moorish_idol,1,1,242,5,1,1,2904,10
5122,             bibiki_slug,1,1,10,5,1,1,120,10
5123,                jacknife,1,1,53,5,1,1,636,10
5124,           tropical_clam,1,1,5100,5,1,1,61200,10
5125,           phanauet_newt,1,1,4,5,0,1,1,10
5126,           muddy_siredon,1,1,1230,5,0,1,1,10
5127,             gugrusaurus,1,1,1760,5,0,1,1,10
5128,           cone_calamary,1,1,165,5,1,1,1980,10
5129,                     lik,1,1,1760,5,0,1,1,10
5130,          tavnazian_goby,1,1,400,5,1,1,4800,10
5131,            vongola_clam,1,1,192,5,1,1,2304,10
5132,                 gurnard,1,1,475,5,1,1,5700,10
5133,              pterygotus,1,1,750,5,0,1,1,10
5134,               mola_mola,1,1,975,5,0,1,1,10
5135,            rhinochimera,1,1,613,5,0,1,1,10
5136,                istavrit,1,1,100,5,0,1,1,10
5137,             turnabaligi,1,1,693,5,0,1,1,10
5138,             black_ghost,1,1,600,5,1,1,7200,10
5139,                   betta,1,1,400,5,1,1,4800,10
5140,            kalkanbaligi,1,1,780,5,0,1,1,10
5141,           veydal_wrasse,1,1,420,5,0,1,1,10
